"seqnames"	"start"	"end"	"width"	"strand"	"target"
"chr12"	121855537	121855537	1	"+"	1
"chr12"	122248419	122248419	1	"+"	1
"chr12"	122257514	122257514	1	"+"	1
"chr12"	122261620	122261620	1	"+"	1
"chr12"	122497282	122497282	1	"+"	1
"chr12"	122498207	122498207	1	"+"	1
"chr12"	122498415	122498415	1	"+"	1
"chr12"	122499230	122499230	1	"+"	1
"chr12"	122499564	122499564	1	"+"	1
"chr12"	122516204	122516204	1	"+"	1
"chr12"	122626575	122626575	1	"+"	1
"chr12"	122626867	122626867	1	"+"	1
"chr12"	122627002	122627002	1	"+"	1
"chr12"	122627112	122627112	1	"+"	1
"chr12"	122628058	122628058	1	"+"	1
"chr12"	123950671	123950671	1	"+"	1
"chr12"	124496216	124496216	1	"+"	1
"chr12"	124496612	124496612	1	"+"	1
"chr12"	125510136	125510136	1	"+"	1
"chr12"	128397096	128397096	1	"+"	1
"chr12"	132425933	132425933	1	"+"	1
"chr12"	132426362	132426362	1	"+"	1
"chr12"	132446053	132446053	1	"+"	1
"chr12"	132446273	132446273	1	"+"	1
"chr12"	132562968	132562968	1	"+"	1
"chr12"	132563282	132563282	1	"+"	1
"chr12"	133160281	133160281	1	"+"	1
"chr12"	133297374	133297374	1	"+"	1
"chr12"	133297530	133297530	1	"+"	1
"chr12"	133634067	133634067	1	"+"	1
"chr12"	133635025	133635025	1	"+"	1
"chr12"	133636025	133636025	1	"+"	1
"chr12"	133683163	133683163	1	"+"	1
"chr12"	133781700	133781700	1	"+"	1
"chr12"	416746	416746	1	"-"	1
"chr12"	417005	417005	1	"-"	1
"chr12"	1702049	1702049	1	"-"	1
"chr12"	2967395	2967395	1	"-"	1
"chr12"	2967886	2967886	1	"-"	1
"chr12"	2967922	2967922	1	"-"	1
"chr12"	2968298	2968298	1	"-"	1
"chr12"	2968357	2968357	1	"-"	1
"chr12"	2983245	2983245	1	"-"	1
"chr12"	4548556	4548556	1	"-"	1
"chr12"	6438560	6438560	1	"-"	1
"chr12"	6666109	6666109	1	"-"	1
"chr12"	6679556	6679556	1	"-"	1
"chr12"	6776049	6776049	1	"-"	1
"chr12"	10852141	10852141	1	"-"	1
"chr12"	12271984	12271984	1	"-"	1
"chr12"	12274070	12274070	1	"-"	1
"chr12"	12630415	12630415	1	"-"	1
"chr12"	13128222	13128222	1	"-"	1
"chr12"	14939999	14939999	1	"-"	1
"chr12"	24744485	24744485	1	"-"	1
"chr12"	45614089	45614089	1	"-"	1
"chr12"	46321499	46321499	1	"-"	1
"chr12"	46577322	46577322	1	"-"	1
"chr12"	46582152	46582152	1	"-"	1
"chr12"	46582440	46582440	1	"-"	1
"chr12"	46754873	46754873	1	"-"	1
"chr12"	48129417	48129417	1	"-"	1
"chr12"	48736826	48736826	1	"-"	1
"chr12"	48736906	48736906	1	"-"	1
"chr12"	49048238	49048238	1	"-"	1
"chr12"	49082919	49082919	1	"-"	1
"chr12"	49086880	49086880	1	"-"	1
"chr12"	49086931	49086931	1	"-"	1
"chr12"	49087021	49087021	1	"-"	1
"chr12"	49087083	49087083	1	"-"	1
"chr12"	49087463	49087463	1	"-"	1
"chr12"	49162322	49162322	1	"-"	1
"chr12"	49223888	49223888	1	"-"	1
"chr12"	49223933	49223933	1	"-"	1
"chr12"	49319753	49319753	1	"-"	1
"chr12"	49319850	49319850	1	"-"	1
"chr12"	49414630	49414630	1	"-"	1
"chr12"	49420366	49420366	1	"-"	1
"chr12"	49420457	49420457	1	"-"	1
"chr12"	49420932	49420932	1	"-"	1
"chr12"	49425531	49425531	1	"-"	1
"chr12"	49425746	49425746	1	"-"	1
"chr12"	49426036	49426036	1	"-"	1
"chr12"	49426273	49426273	1	"-"	1
"chr12"	49426331	49426331	1	"-"	1
"chr12"	49426824	49426824	1	"-"	1
"chr12"	49427195	49427195	1	"-"	1
"chr12"	49427490	49427490	1	"-"	1
"chr12"	49432311	49432311	1	"-"	1
"chr12"	49434630	49434630	1	"-"	1
"chr12"	49445328	49445328	1	"-"	1
"chr12"	50191045	50191045	1	"-"	1
"chr12"	50232266	50232266	1	"-"	1
"chr12"	51457623	51457623	1	"-"	1
"chr12"	51457923	51457923	1	"-"	1
"chr12"	51773272	51773272	1	"-"	1
"chr12"	54575856	54575856	1	"-"	1
"chr12"	54635602	54635602	1	"-"	1
"chr12"	56600382	56600382	1	"-"	1
"chr12"	57008960	57008960	1	"-"	1
"chr12"	57398497	57398497	1	"-"	1
"chr12"	57453711	57453711	1	"-"	1
"chr12"	58119869	58119869	1	"-"	1
"chr12"	58216832	58216832	1	"-"	1
"chr12"	58217119	58217119	1	"-"	1
"chr12"	58217346	58217346	1	"-"	1
"chr12"	65110339	65110339	1	"-"	1
"chr12"	76741328	76741328	1	"-"	1
"chr12"	92537916	92537916	1	"-"	1
"chr12"	92538069	92538069	1	"-"	1
"chr12"	93477290	93477290	1	"-"	1
"chr12"	98908522	98908522	1	"-"	1
"chr12"	104171693	104171693	1	"-"	1
"chr12"	106633061	106633061	1	"-"	1
"chr12"	106633907	106633907	1	"-"	1
"chr12"	108128052	108128052	1	"-"	1
"chr12"	108427335	108427335	1	"-"	1
"chr12"	109041018	109041018	1	"-"	1
"chr12"	110368095	110368095	1	"-"	1
"chr12"	110811625	110811625	1	"-"	1
"chr12"	110811724	110811724	1	"-"	1
"chr12"	110811859	110811859	1	"-"	1
"chr12"	111158853	111158853	1	"-"	1
"chr12"	111168477	111168477	1	"-"	1
"chr12"	112081976	112081976	1	"-"	1
"chr12"	112598993	112598993	1	"-"	1
"chr12"	112600067	112600067	1	"-"	1
"chr12"	112622901	112622901	1	"-"	1
"chr12"	112757427	112757427	1	"-"	1
"chr12"	113669725	113669725	1	"-"	1
"chr12"	115106895	115106895	1	"-"	1
"chr12"	115118862	115118862	1	"-"	1
"chr12"	116398845	116398845	1	"-"	1
"chr12"	116429253	116429253	1	"-"	1
"chr12"	116446423	116446423	1	"-"	1
"chr12"	117155304	117155304	1	"-"	1
"chr12"	117155425	117155425	1	"-"	1
"chr12"	117583712	117583712	1	"-"	1
"chr12"	120565346	120565346	1	"-"	1
"chr12"	121202487	121202487	1	"-"	1
"chr12"	121202518	121202518	1	"-"	1
"chr12"	121441612	121441612	1	"-"	1
"chr12"	122825489	122825489	1	"-"	1
"chr12"	122957846	122957846	1	"-"	1
"chr12"	122958087	122958087	1	"-"	1
"chr12"	122958273	122958273	1	"-"	1
"chr12"	123956953	123956953	1	"-"	1
"chr12"	124105856	124105856	1	"-"	1
"chr12"	124106180	124106180	1	"-"	1
"chr12"	124421072	124421072	1	"-"	1
"chr12"	124421613	124421613	1	"-"	1
"chr12"	124809352	124809352	1	"-"	1
"chr12"	124857093	124857093	1	"-"	1
"chr12"	125396321	125396321	1	"-"	1
"chr12"	125397153	125397153	1	"-"	1
"chr12"	127524278	127524278	1	"-"	1
"chr12"	129278666	129278666	1	"-"	1
"chr12"	130710739	130710739	1	"-"	1
"chr12"	133201184	133201184	1	"-"	1
"chr12"	133306738	133306738	1	"-"	1
"chr12"	133331503	133331503	1	"-"	1
"chr12"	133349691	133349691	1	"-"	1
"chr12"	133698491	133698491	1	"-"	1
"chr13"	21751436	21751436	1	"+"	1
"chr13"	28195540	28195540	1	"+"	1
"chr13"	28866695	28866695	1	"+"	1
"chr13"	30708510	30708510	1	"+"	1
"chr13"	31232342	31232342	1	"+"	1
"chr13"	32914754	32914754	1	"+"	1
"chr13"	32972598	32972598	1	"+"	1
"chr13"	35733791	35733791	1	"+"	1
"chr13"	42875689	42875689	1	"+"	1
"chr13"	49781311	49781311	1	"+"	1
"chr13"	50586869	50586869	1	"+"	1
"chr13"	52602840	52602840	1	"+"	1
"chr13"	52603453	52603453	1	"+"	1
"chr13"	53035282	53035282	1	"+"	1
"chr13"	53035436	53035436	1	"+"	1
"chr13"	53035579	53035579	1	"+"	1
"chr13"	53035825	53035825	1	"+"	1
"chr13"	53035895	53035895	1	"+"	1
"chr13"	73650020	73650020	1	"+"	1
"chr13"	77574739	77574739	1	"+"	1
"chr13"	78320858	78320858	1	"+"	1
"chr13"	88328698	88328698	1	"+"	1
"chr13"	88330531	88330531	1	"+"	1
"chr13"	98086930	98086930	1	"+"	1
"chr13"	98116638	98116638	1	"+"	1
"chr13"	98674310	98674310	1	"+"	1
"chr13"	100634435	100634435	1	"+"	1
"chr13"	100634922	100634922	1	"+"	1
"chr13"	100634989	100634989	1	"+"	1
"chr13"	100635144	100635144	1	"+"	1
"chr13"	100635275	100635275	1	"+"	1
"chr13"	100638556	100638556	1	"+"	1
"chr13"	102738429	102738429	1	"+"	1
"chr13"	103459832	103459832	1	"+"	1
"chr13"	108261394	108261394	1	"+"	1
"chr13"	109773726	109773726	1	"+"	1
"chr13"	111372177	111372177	1	"+"	1
"chr13"	111372287	111372287	1	"+"	1
"chr13"	111955670	111955670	1	"+"	1
"chr13"	111955734	111955734	1	"+"	1
"chr13"	113917865	113917865	1	"+"	1
"chr13"	114150106	114150106	1	"+"	1
"chr13"	115091135	115091135	1	"+"	1
"chr13"	23912093	23912093	1	"-"	1
"chr13"	23929014	23929014	1	"-"	1
"chr13"	27957310	27957310	1	"-"	1
"chr13"	28536965	28536965	1	"-"	1
"chr13"	30084104	30084104	1	"-"	1
"chr13"	30084560	30084560	1	"-"	1
"chr13"	30085006	30085006	1	"-"	1
"chr13"	30087780	30087780	1	"-"	1
"chr13"	30087872	30087872	1	"-"	1
"chr13"	30088107	30088107	1	"-"	1
"chr13"	30088213	30088213	1	"-"	1
"chr13"	30088246	30088246	1	"-"	1
"chr13"	30110267	30110267	1	"-"	1
"chr13"	30423808	30423808	1	"-"	1
"chr13"	33110029	33110029	1	"-"	1
"chr13"	33110149	33110149	1	"-"	1
"chr13"	33110415	33110415	1	"-"	1
"chr13"	33703717	33703717	1	"-"	1
"chr13"	37087217	37087217	1	"-"	1
"chr13"	39585451	39585451	1	"-"	1
"chr13"	42117634	42117634	1	"-"	1
"chr13"	45008724	45008724	1	"-"	1
"chr13"	45911181	45911181	1	"-"	1
"chr13"	45911396	45911396	1	"-"	1
"chr13"	45911429	45911429	1	"-"	1
"chr13"	45969743	45969743	1	"-"	1
"chr13"	46543688	46543688	1	"-"	1
"chr13"	46563093	46563093	1	"-"	1
"chr13"	50275717	50275717	1	"-"	1
"chr13"	61848204	61848204	1	"-"	1
"chr13"	67799184	67799184	1	"-"	1
"chr13"	67799675	67799675	1	"-"	1
"chr13"	67800202	67800202	1	"-"	1
"chr13"	67801588	67801588	1	"-"	1
"chr13"	67802430	67802430	1	"-"	1
"chr13"	72014406	72014406	1	"-"	1
"chr13"	72440143	72440143	1	"-"	1
"chr13"	73333783	73333783	1	"-"	1
"chr13"	74268738	74268738	1	"-"	1
"chr13"	74269437	74269437	1	"-"	1
"chr13"	74420399	74420399	1	"-"	1
"chr13"	74420431	74420431	1	"-"	1
"chr13"	75860844	75860844	1	"-"	1
"chr13"	76100678	76100678	1	"-"	1
"chr13"	77458871	77458871	1	"-"	1
"chr13"	77459089	77459089	1	"-"	1
"chr13"	77459532	77459532	1	"-"	1
"chr13"	77459991	77459991	1	"-"	1
"chr13"	77581559	77581559	1	"-"	1
"chr13"	77581772	77581772	1	"-"	1
"chr13"	77595750	77595750	1	"-"	1
"chr13"	77595899	77595899	1	"-"	1
"chr13"	77672813	77672813	1	"-"	1
"chr13"	79175732	79175732	1	"-"	1
"chr13"	79176019	79176019	1	"-"	1
"chr13"	79189715	79189715	1	"-"	1
"chr13"	79189990	79189990	1	"-"	1
"chr13"	79190506	79190506	1	"-"	1
"chr13"	79190775	79190775	1	"-"	1
"chr13"	79207119	79207119	1	"-"	1
"chr13"	79894724	79894724	1	"-"	1
"chr13"	98629253	98629253	1	"-"	1
"chr13"	100617812	100617812	1	"-"	1
"chr13"	100617846	100617846	1	"-"	1
"chr13"	102657773	102657773	1	"-"	1
"chr13"	107196374	107196374	1	"-"	1
"chr13"	107210809	107210809	1	"-"	1
"chr13"	107211234	107211234	1	"-"	1
"chr13"	107211751	107211751	1	"-"	1
"chr13"	114110620	114110620	1	"-"	1
"chr14"	20945087	20945087	1	"+"	1
"chr14"	21542356	21542356	1	"+"	1
"chr14"	22277817	22277817	1	"+"	1
"chr14"	23240831	23240831	1	"+"	1
"chr14"	23567336	23567336	1	"+"	1
"chr14"	23567385	23567385	1	"+"	1
"chr14"	24573301	24573301	1	"+"	1
"chr14"	24708125	24708125	1	"+"	1
"chr14"	24785348	24785348	1	"+"	1
"chr14"	24785907	24785907	1	"+"	1
"chr14"	24906649	24906649	1	"+"	1
"chr14"	24906783	24906783	1	"+"	1
"chr14"	29237528	29237528	1	"+"	1
"chr14"	29237883	29237883	1	"+"	1
"chr14"	32560057	32560057	1	"+"	1
"chr14"	32561913	32561913	1	"+"	1
"chr14"	32562579	32562579	1	"+"	1
"chr14"	32562787	32562787	1	"+"	1
"chr14"	39651054	39651054	1	"+"	1
"chr14"	45579873	45579873	1	"+"	1
"chr14"	50074447	50074447	1	"+"	1
"chr14"	50360897	50360897	1	"+"	1
"chr14"	51721173	51721173	1	"+"	1
"chr14"	55510253	55510253	1	"+"	1
"chr14"	55529593	55529593	1	"+"	1
"chr14"	55529770	55529770	1	"+"	1
"chr14"	55529965	55529965	1	"+"	1
"chr14"	57429098	57429098	1	"+"	1
"chr14"	57741087	57741087	1	"+"	1
"chr14"	60574531	60574531	1	"+"	1
"chr14"	60591348	60591348	1	"+"	1
"chr14"	64518878	64518878	1	"+"	1
"chr14"	64989236	64989236	1	"+"	1
"chr14"	64989778	64989778	1	"+"	1
"chr14"	67746121	67746121	1	"+"	1
"chr14"	69820725	69820725	1	"+"	1
"chr14"	70238179	70238179	1	"+"	1
"chr14"	70497198	70497198	1	"+"	1
"chr14"	71443758	71443758	1	"+"	1
"chr14"	71445018	71445018	1	"+"	1
"chr14"	71445162	71445162	1	"+"	1
"chr14"	73686196	73686196	1	"+"	1
"chr14"	74187605	74187605	1	"+"	1
"chr14"	74398457	74398457	1	"+"	1
"chr14"	74665797	74665797	1	"+"	1
"chr14"	74665838	74665838	1	"+"	1
"chr14"	74665905	74665905	1	"+"	1
"chr14"	75248207	75248207	1	"+"	1
"chr14"	75264774	75264774	1	"+"	1
"chr14"	75266184	75266184	1	"+"	1
"chr14"	75369429	75369429	1	"+"	1
"chr14"	75936456	75936456	1	"+"	1
"chr14"	75936610	75936610	1	"+"	1
"chr14"	76620966	76620966	1	"+"	1
"chr14"	76668203	76668203	1	"+"	1
"chr14"	77580135	77580135	1	"+"	1
"chr14"	77935608	77935608	1	"+"	1
"chr14"	89645812	89645812	1	"+"	1
"chr14"	90429916	90429916	1	"+"	1
"chr14"	91580493	91580493	1	"+"	1
"chr14"	96010511	96010511	1	"+"	1
"chr14"	97031369	97031369	1	"+"	1
"chr14"	99694418	99694418	1	"+"	1
"chr14"	100744105	100744105	1	"+"	1
"chr14"	102392012	102392012	1	"+"	1
"chr14"	102964660	102964660	1	"+"	1
"chr14"	103373876	103373876	1	"+"	1
"chr14"	103802092	103802092	1	"+"	1
"chr14"	103969508	103969508	1	"+"	1
"chr14"	104642304	104642304	1	"+"	1
"chr14"	104642625	104642625	1	"+"	1
"chr14"	104642771	104642771	1	"+"	1
"chr14"	105288769	105288769	1	"+"	1
"chr14"	105350621	105350621	1	"+"	1
"chr14"	105353557	105353557	1	"+"	1
"chr14"	105353983	105353983	1	"+"	1
"chr14"	105854328	105854328	1	"+"	1
"chr14"	105936691	105936691	1	"+"	1
"chr14"	106000567	106000567	1	"+"	1
"chr14"	19888178	19888178	1	"-"	1
"chr14"	19890302	19890302	1	"-"	1
"chr14"	21820688	21820688	1	"-"	1
"chr14"	21820762	21820762	1	"-"	1
"chr14"	21820824	21820824	1	"-"	1
"chr14"	21899742	21899742	1	"-"	1
"chr14"	21992884	21992884	1	"-"	1
"chr14"	23370826	23370826	1	"-"	1
"chr14"	23451722	23451722	1	"-"	1
"chr14"	23495241	23495241	1	"-"	1
"chr14"	23536930	23536930	1	"-"	1
"chr14"	23744742	23744742	1	"-"	1
"chr14"	24686262	24686262	1	"-"	1
"chr14"	24709686	24709686	1	"-"	1
"chr14"	25693580	25693580	1	"-"	1
"chr14"	30273887	30273887	1	"-"	1
"chr14"	31597905	31597905	1	"-"	1
"chr14"	31598338	31598338	1	"-"	1
"chr14"	35181893	35181893	1	"-"	1
"chr14"	35218004	35218004	1	"-"	1
"chr14"	35222658	35222658	1	"-"	1
"chr14"	35231275	35231275	1	"-"	1
"chr14"	35554780	35554780	1	"-"	1
"chr14"	36096985	36096985	1	"-"	1
"chr14"	38060561	38060561	1	"-"	1
"chr14"	38060742	38060742	1	"-"	1
"chr14"	38060989	38060989	1	"-"	1
"chr14"	39870826	39870826	1	"-"	1
"chr14"	50085501	50085501	1	"-"	1
"chr14"	50100116	50100116	1	"-"	1
"chr14"	50251141	50251141	1	"-"	1
"chr14"	51225113	51225113	1	"-"	1
"chr14"	51226940	51226940	1	"-"	1
"chr14"	53619548	53619548	1	"-"	1
"chr14"	57675199	57675199	1	"-"	1
"chr14"	58875688	58875688	1	"-"	1
"chr14"	61112866	61112866	1	"-"	1
"chr14"	61113122	61113122	1	"-"	1
"chr14"	61180160	61180160	1	"-"	1
"chr14"	61186616	61186616	1	"-"	1
"chr14"	64065721	64065721	1	"-"	1
"chr14"	64953713	64953713	1	"-"	1
"chr14"	69256398	69256398	1	"-"	1
"chr14"	69257157	69257157	1	"-"	1
"chr14"	69520854	69520854	1	"-"	1
"chr14"	69522105	69522105	1	"-"	1
"chr14"	69522144	69522144	1	"-"	1
"chr14"	70839599	70839599	1	"-"	1
"chr14"	74180513	74180513	1	"-"	1
"chr14"	74206465	74206465	1	"-"	1
"chr14"	74206800	74206800	1	"-"	1
"chr14"	74752947	74752947	1	"-"	1
"chr14"	75129996	75129996	1	"-"	1
"chr14"	75551023	75551023	1	"-"	1
"chr14"	75551223	75551223	1	"-"	1
"chr14"	75551289	75551289	1	"-"	1
"chr14"	75601466	75601466	1	"-"	1
"chr14"	77255488	77255488	1	"-"	1
"chr14"	77275572	77275572	1	"-"	1
"chr14"	77491744	77491744	1	"-"	1
"chr14"	77808244	77808244	1	"-"	1
"chr14"	77844266	77844266	1	"-"	1
"chr14"	77978520	77978520	1	"-"	1
"chr14"	81646511	81646511	1	"-"	1
"chr14"	81743314	81743314	1	"-"	1
"chr14"	81744291	81744291	1	"-"	1
"chr14"	81942464	81942464	1	"-"	1
"chr14"	81942807	81942807	1	"-"	1
"chr14"	81943139	81943139	1	"-"	1
"chr14"	81943261	81943261	1	"-"	1
"chr14"	81943432	81943432	1	"-"	1
"chr14"	84054966	84054966	1	"-"	1
"chr14"	89628091	89628091	1	"-"	1
"chr14"	89878555	89878555	1	"-"	1
"chr14"	90755269	90755269	1	"-"	1
"chr14"	90770557	90770557	1	"-"	1
"chr14"	91924907	91924907	1	"-"	1
"chr14"	91948358	91948358	1	"-"	1
"chr14"	91948400	91948400	1	"-"	1
"chr14"	93407892	93407892	1	"-"	1
"chr14"	93708834	93708834	1	"-"	1
"chr14"	93760474	93760474	1	"-"	1
"chr14"	93760932	93760932	1	"-"	1
"chr14"	94526643	94526643	1	"-"	1
"chr14"	94528833	94528833	1	"-"	1
"chr14"	94545399	94545399	1	"-"	1
"chr14"	94545502	94545502	1	"-"	1
"chr14"	95570278	95570278	1	"-"	1
"chr14"	99865131	99865131	1	"-"	1
"chr14"	99981254	99981254	1	"-"	1
"chr14"	100757960	100757960	1	"-"	1
"chr14"	100758572	100758572	1	"-"	1
"chr14"	101293080	101293080	1	"-"	1
"chr14"	102973433	102973433	1	"-"	1
"chr14"	103410290	103410290	1	"-"	1
"chr14"	103410485	103410485	1	"-"	1
"chr14"	104026331	104026331	1	"-"	1
"chr14"	105219331	105219331	1	"-"	1
"chr14"	105239395	105239395	1	"-"	1
"chr14"	105477058	105477058	1	"-"	1
"chr14"	105478151	105478151	1	"-"	1
"chr14"	105608561	105608561	1	"-"	1
"chr14"	105676147	105676147	1	"-"	1
"chr14"	105676693	105676693	1	"-"	1
"chr15"	29346563	29346563	1	"+"	1
"chr15"	31664760	31664760	1	"+"	1
"chr15"	32929079	32929079	1	"+"	1
"chr15"	40616773	40616773	1	"+"	1
"chr15"	40685934	40685934	1	"+"	1
"chr15"	40751430	40751430	1	"+"	1
"chr15"	40751506	40751506	1	"+"	1
"chr15"	40914140	40914140	1	"+"	1
"chr15"	41099792	41099792	1	"+"	1
"chr15"	41247749	41247749	1	"+"	1
"chr15"	41248006	41248006	1	"+"	1
"chr15"	41248044	41248044	1	"+"	1
"chr15"	41248150	41248150	1	"+"	1
"chr15"	41248218	41248218	1	"+"	1
"chr15"	41248255	41248255	1	"+"	1
"chr15"	41248450	41248450	1	"+"	1
"chr15"	41248516	41248516	1	"+"	1
"chr15"	41255227	41255227	1	"+"	1
"chr15"	41961783	41961783	1	"+"	1
"chr15"	42041018	42041018	1	"+"	1
"chr15"	42041572	42041572	1	"+"	1
"chr15"	42041658	42041658	1	"+"	1
"chr15"	42059366	42059366	1	"+"	1
"chr15"	42059479	42059479	1	"+"	1
"chr15"	42059853	42059853	1	"+"	1
"chr15"	42986251	42986251	1	"+"	1
"chr15"	43700356	43700356	1	"+"	1
"chr15"	43701188	43701188	1	"+"	1
"chr15"	43991366	43991366	1	"+"	1
"chr15"	44063447	44063447	1	"+"	1
"chr15"	44816381	44816381	1	"+"	1
"chr15"	45007789	45007789	1	"+"	1
"chr15"	45009929	45009929	1	"+"	1
"chr15"	47650472	47650472	1	"+"	1
"chr15"	49171080	49171080	1	"+"	1
"chr15"	49171296	49171296	1	"+"	1
"chr15"	49171803	49171803	1	"+"	1
"chr15"	49716918	49716918	1	"+"	1
"chr15"	52100728	52100728	1	"+"	1
"chr15"	59323618	59323618	1	"+"	1
"chr15"	66618451	66618451	1	"+"	1
"chr15"	67055893	67055893	1	"+"	1
"chr15"	67483526	67483526	1	"+"	1
"chr15"	67487292	67487292	1	"+"	1
"chr15"	67818812	67818812	1	"+"	1
"chr15"	68109884	68109884	1	"+"	1
"chr15"	68378727	68378727	1	"+"	1
"chr15"	68378976	68378976	1	"+"	1
"chr15"	68570926	68570926	1	"+"	1
"chr15"	68582493	68582493	1	"+"	1
"chr15"	68582635	68582635	1	"+"	1
"chr15"	68583528	68583528	1	"+"	1
"chr15"	68583628	68583628	1	"+"	1
"chr15"	70877821	70877821	1	"+"	1
"chr15"	72069953	72069953	1	"+"	1
"chr15"	72875629	72875629	1	"+"	1
"chr15"	73409021	73409021	1	"+"	1
"chr15"	74727187	74727187	1	"+"	1
"chr15"	75094890	75094890	1	"+"	1
"chr15"	75094945	75094945	1	"+"	1
"chr15"	75188467	75188467	1	"+"	1
"chr15"	75498456	75498456	1	"+"	1
"chr15"	75498862	75498862	1	"+"	1
"chr15"	75499326	75499326	1	"+"	1
"chr15"	75499594	75499594	1	"+"	1
"chr15"	75499972	75499972	1	"+"	1
"chr15"	75500254	75500254	1	"+"	1
"chr15"	75500671	75500671	1	"+"	1
"chr15"	75500809	75500809	1	"+"	1
"chr15"	75500977	75500977	1	"+"	1
"chr15"	75501109	75501109	1	"+"	1
"chr15"	75503400	75503400	1	"+"	1
"chr15"	75503435	75503435	1	"+"	1
"chr15"	76225062	76225062	1	"+"	1
"chr15"	76225132	76225132	1	"+"	1
"chr15"	76634363	76634363	1	"+"	1
"chr15"	76634611	76634611	1	"+"	1
"chr15"	77775851	77775851	1	"+"	1
"chr15"	77777534	77777534	1	"+"	1
"chr15"	78461606	78461606	1	"+"	1
"chr15"	81294271	81294271	1	"+"	1
"chr15"	81295666	81295666	1	"+"	1
"chr15"	81295921	81295921	1	"+"	1
"chr15"	85326946	85326946	1	"+"	1
"chr15"	85327909	85327909	1	"+"	1
"chr15"	86124135	86124135	1	"+"	1
"chr15"	89173768	89173768	1	"+"	1
"chr15"	89738664	89738664	1	"+"	1
"chr15"	89859714	89859714	1	"+"	1
"chr15"	90168196	90168196	1	"+"	1
"chr15"	90173604	90173604	1	"+"	1
"chr15"	90175436	90175436	1	"+"	1
"chr15"	90610506	90610506	1	"+"	1
"chr15"	90814883	90814883	1	"+"	1
"chr15"	90815001	90815001	1	"+"	1
"chr15"	90815181	90815181	1	"+"	1
"chr15"	90819009	90819009	1	"+"	1
"chr15"	90903790	90903790	1	"+"	1
"chr15"	91185867	91185867	1	"+"	1
"chr15"	91293114	91293114	1	"+"	1
"chr15"	91424981	91424981	1	"+"	1
"chr15"	91425076	91425076	1	"+"	1
"chr15"	91504369	91504369	1	"+"	1
"chr15"	93567770	93567770	1	"+"	1
"chr15"	94468586	94468586	1	"+"	1
"chr15"	96874741	96874741	1	"+"	1
"chr15"	96875128	96875128	1	"+"	1
"chr15"	96875159	96875159	1	"+"	1
"chr15"	96877504	96877504	1	"+"	1
"chr15"	99500524	99500524	1	"+"	1
"chr15"	99501272	99501272	1	"+"	1
"chr15"	99504964	99504964	1	"+"	1
"chr15"	99505170	99505170	1	"+"	1
"chr15"	100185870	100185870	1	"+"	1
"chr15"	100548407	100548407	1	"+"	1
"chr15"	23043747	23043747	1	"-"	1
"chr15"	25616037	25616037	1	"-"	1
"chr15"	27133665	27133665	1	"-"	1
"chr15"	29561247	29561247	1	"-"	1
"chr15"	29561851	29561851	1	"-"	1
"chr15"	29993591	29993591	1	"-"	1
"chr15"	30001076	30001076	1	"-"	1
"chr15"	30011079	30011079	1	"-"	1
"chr15"	34634099	34634099	1	"-"	1
"chr15"	35145115	35145115	1	"-"	1
"chr15"	41785038	41785038	1	"-"	1
"chr15"	42423211	42423211	1	"-"	1
"chr15"	42451236	42451236	1	"-"	1
"chr15"	42740649	42740649	1	"-"	1
"chr15"	43038005	43038005	1	"-"	1
"chr15"	43653419	43653419	1	"-"	1
"chr15"	43748533	43748533	1	"-"	1
"chr15"	44097122	44097122	1	"-"	1
"chr15"	48434999	48434999	1	"-"	1
"chr15"	49418604	49418604	1	"-"	1
"chr15"	51791817	51791817	1	"-"	1
"chr15"	55652281	55652281	1	"-"	1
"chr15"	55838256	55838256	1	"-"	1
"chr15"	55838358	55838358	1	"-"	1
"chr15"	56386114	56386114	1	"-"	1
"chr15"	64448086	64448086	1	"-"	1
"chr15"	64592694	64592694	1	"-"	1
"chr15"	64658227	64658227	1	"-"	1
"chr15"	65871470	65871470	1	"-"	1
"chr15"	65871777	65871777	1	"-"	1
"chr15"	66786309	66786309	1	"-"	1
"chr15"	68497840	68497840	1	"-"	1
"chr15"	68498284	68498284	1	"-"	1
"chr15"	70342235	70342235	1	"-"	1
"chr15"	70389490	70389490	1	"-"	1
"chr15"	71088945	71088945	1	"-"	1
"chr15"	71124038	71124038	1	"-"	1
"chr15"	71124489	71124489	1	"-"	1
"chr15"	71124653	71124653	1	"-"	1
"chr15"	72118787	72118787	1	"-"	1
"chr15"	72119013	72119013	1	"-"	1
"chr15"	72190134	72190134	1	"-"	1
"chr15"	72338424	72338424	1	"-"	1
"chr15"	72491647	72491647	1	"-"	1
"chr15"	72491743	72491743	1	"-"	1
"chr15"	72491911	72491911	1	"-"	1
"chr15"	72533603	72533603	1	"-"	1
"chr15"	73044160	73044160	1	"-"	1
"chr15"	73044576	73044576	1	"-"	1
"chr15"	74908835	74908835	1	"-"	1
"chr15"	74925130	74925130	1	"-"	1
"chr15"	75247721	75247721	1	"-"	1
"chr15"	75663889	75663889	1	"-"	1
"chr15"	75664109	75664109	1	"-"	1
"chr15"	75664454	75664454	1	"-"	1
"chr15"	75931669	75931669	1	"-"	1
"chr15"	75932043	75932043	1	"-"	1
"chr15"	75932451	75932451	1	"-"	1
"chr15"	76551645	76551645	1	"-"	1
"chr15"	77339058	77339058	1	"-"	1
"chr15"	77402170	77402170	1	"-"	1
